,raceid3,driverId,grid3,position_3,positionorder3,points3,laps,fastestlap3,fastestlapspeed3,qposition3,lap,position_y,meanlaptime3,fastlaptime3,year,round,circuitId,driverref3,number,code,forename,surname,dob,nationality,pos3,points3,raceid1,grid1,position_1,positionorder1,points1,laps_x,fastestlap1,fastestlapspeed1,qposition1,lap_x,position_y_x,meanlaptime1,fastlaptime1,round_x,circuitId_x,driverref1,number_x,code_x,forename_x,surname_x,dob_x,nationality_x,pos1,points1,raceid2,grid2,position_2,positionorder2,points2,laps_y,fastestlap2,fastestlapspeed2,qposition2,lap_y,position_y_y,meanlaptime2,fastlaptime2,round_y,circuitId_y,driverref2,number_y,code_y,forename_y,surname_y,dob_y,nationality_y,pos2,points2
220,882,16,13,,21,0.0,5,3.0,188.223,13.0,1.0,11.0,107810.0,104257.0,2013,3,17,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,13.0,29.0,880.0,12.0,7.0,7.0,6.0,58.0,49.0,210.459,12.0,1.0,10.0,94280.91379310343,90710.0,1.0,1.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,13.0,29.0,881.0,8.0,,20.0,0.0,27.0,24.0,194.129,9.0,1.0,9.0,113808.70370370375,102791.0,2.0,2.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,13.0,29.0
221,882,821,17,,22,0.0,4,2.0,187.292,18.0,1.0,12.0,106847.5,104775.0,2013,3,17,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,16.0,6.0,880.0,18.0,13.0,13.0,0.0,57.0,32.0,208.836,18.0,1.0,16.0,95303.80701754386,91415.0,1.0,1.0,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,16.0,6.0,881.0,14.0,12.0,12.0,0.0,55.0,54.0,197.711,14.0,1.0,16.0,108021.70909090908,100929.0,2.0,2.0,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,16.0,6.0
222,902,1,2,1.0,1,25.0,57,49.0,200.634,2.0,1.0,1.0,104960.40350877194,97108.0,2014,3,3,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,384.0,900.0,1.0,,19.0,0.0,2.0,2.0,173.636,1.0,1.0,4.0,103207.5,100287.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,384.0,901.0,1.0,1.0,1.0,25.0,56.0,53.0,193.611,1.0,1.0,1.0,107606.67857142855,103066.0,2.0,2.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,384.0
223,902,3,1,2.0,2,18.0,57,49.0,200.816,1.0,1.0,2.0,104979.43859649124,97020.0,2014,3,3,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,2.0,317.0,900.0,3.0,1.0,1.0,25.0,57.0,19.0,206.436,3.0,1.0,1.0,97872.1052631579,92478.0,1.0,1.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,2.0,317.0,901.0,3.0,2.0,2.0,18.0,56.0,55.0,191.946,3.0,1.0,2.0,107915.83928571428,103960.0,2.0,2.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,2.0,317.0
231,902,815,4,3.0,3,15.0,57,36.0,196.165,5.0,1.0,4.0,105382.63157894736,99320.0,2014,3,3,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,10.0,59.0,900.0,16.0,10.0,10.0,1.0,57.0,38.0,206.088,16.0,1.0,18.0,99379.40350877194,93366.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,10.0,59.0,901.0,14.0,,22.0,0.0,0.0,,,14.0,,,,,2.0,2.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,10.0,59.0
232,902,817,13,4.0,4,12.0,57,38.0,196.266,3.0,1.0,12.0,105390.0350877193,99269.0,2014,3,3,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,3.0,238.0,900.0,2.0,,22.0,0.0,57.0,,,2.0,1.0,2.0,98302.36842105264,93066.0,1.0,1.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,3.0,238.0,901.0,5.0,,16.0,0.0,49.0,48.0,190.635,5.0,1.0,3.0,112705.02040816328,104675.0,2.0,2.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,3.0,238.0
233,902,807,11,5.0,5,10.0,57,37.0,197.228,12.0,1.0,8.0,105463.1052631579,98785.0,2014,3,3,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,2.0,317.0,900.0,7.0,6.0,6.0,8.0,57.0,56.0,206.235,7.0,1.0,5.0,98761.8947368421,93210.0,1.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,2.0,317.0,901.0,7.0,5.0,5.0,10.0,56.0,38.0,188.284,7.0,1.0,6.0,108449.51785714287,105982.0,2.0,2.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,2.0,317.0
241,902,20,10,6.0,6,8.0,57,18.0,196.181,11.0,1.0,10.0,105484.59649122806,99312.0,2014,3,3,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,5.0,167.0,900.0,12.0,,18.0,0.0,3.0,26.0,196.682,13.0,1.0,15.0,114128.0,109947.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,5.0,167.0,901.0,2.0,3.0,3.0,15.0,56.0,51.0,191.341,2.0,1.0,4.0,108044.78571428572,104289.0,2.0,2.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,5.0,167.0
242,902,13,7,7.0,7,6.0,57,40.0,196.26,8.0,1.0,3.0,105508.91228070176,99272.0,2014,3,3,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,7.0,134.0,900.0,9.0,,20.0,0.0,0.0,2.0,190.361,9.0,,,,,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,7.0,134.0,901.0,13.0,7.0,7.0,6.0,56.0,44.0,190.232,13.0,1.0,10.0,109125.89285714287,104897.0,2.0,2.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,7.0,134.0
243,902,822,3,8.0,8,4.0,57,50.0,195.296,4.0,1.0,5.0,105519.63157894736,99762.0,2014,3,3,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,4.0,186.0,900.0,15.0,5.0,5.0,10.0,57.0,56.0,206.128,10.0,1.0,10.0,98707.87719298246,92568.0,1.0,1.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,4.0,186.0,901.0,18.0,8.0,8.0,4.0,56.0,31.0,189.189,15.0,1.0,12.0,109134.125,105475.0,2.0,2.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,4.0,186.0
244,902,4,9,9.0,9,2.0,57,53.0,195.355,10.0,1.0,7.0,105532.24561403508,99732.0,2014,3,3,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,6.0,161.0,900.0,5.0,4.0,4.0,12.0,57.0,57.0,204.867,5.0,1.0,6.0,98491.12280701754,92616.0,1.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,6.0,161.0,901.0,4.0,4.0,4.0,12.0,56.0,47.0,191.569,4.0,1.0,5.0,108249.39285714287,104165.0,2.0,2.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,6.0,161.0
245,902,8,5,10.0,10,1.0,57,35.0,195.933,6.0,1.0,9.0,105547.45614035089,99438.0,2014,3,3,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,12.0,55.0,900.0,11.0,7.0,7.0,6.0,57.0,56.0,204.814,12.0,1.0,8.0,98883.94736842104,93691.0,1.0,1.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,12.0,55.0,901.0,6.0,12.0,12.0,0.0,55.0,36.0,189.812,6.0,1.0,7.0,110139.52727272727,105129.0,2.0,2.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,12.0,55.0
246,902,826,12,11.0,11,0.0,57,12.0,194.52,13.0,1.0,13.0,105685.70175438595,100160.0,2014,3,3,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,15.0,8.0,900.0,8.0,9.0,9.0,2.0,57.0,35.0,203.387,8.0,1.0,9.0,98987.63157894736,92634.0,1.0,1.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,15.0,8.0,901.0,11.0,10.0,10.0,1.0,55.0,36.0,187.026,11.0,1.0,13.0,110096.9818181818,106695.0,2.0,2.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,15.0,8.0
247,902,154,16,12.0,12,0.0,57,39.0,195.923,16.0,1.0,19.0,105717.29824561405,99443.0,2014,3,3,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,14.0,8.0,900.0,22.0,,15.0,0.0,43.0,41.0,200.363,21.0,1.0,17.0,101027.09302325582,94766.0,1.0,1.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,14.0,8.0,901.0,15.0,11.0,11.0,0.0,55.0,42.0,187.855,16.0,1.0,14.0,110137.0181818182,106224.0,2.0,2.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,14.0,8.0
248,902,820,21,13.0,13,0.0,57,48.0,191.34,22.0,1.0,21.0,106011.43859649124,101825.0,2014,3,3,chilton,4.0,CHI,Max,Chilton,21/04/1991,British,21.0,0.0,900.0,17.0,13.0,13.0,0.0,55.0,33.0,202.658,17.0,1.0,16.0,101837.61818181818,95635.0,1.0,1.0,chilton,4.0,CHI,Max,Chilton,21/04/1991,British,21.0,0.0,901.0,21.0,15.0,15.0,0.0,54.0,49.0,184.341,21.0,1.0,19.0,111808.16666666669,108249.0,2.0,2.0,chilton,4.0,CHI,Max,Chilton,21/04/1991,British,21.0,0.0
249,902,813,17,14.0,14,0.0,57,52.0,195.484,17.0,1.0,15.0,106062.2105263158,99666.0,2014,3,3,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,16.0,2.0,900.0,21.0,,16.0,0.0,29.0,30.0,201.451,22.0,1.0,14.0,104033.41379310343,97332.0,1.0,1.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,16.0,2.0,901.0,16.0,,21.0,0.0,7.0,6.0,179.888,17.0,1.0,20.0,115515.28571428572,110929.0,2.0,2.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,16.0,2.0
250,902,155,18,15.0,15,0.0,57,17.0,192.434,19.0,1.0,18.0,106502.50877192985,101246.0,2014,3,3,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,22.0,0.0,900.0,14.0,,21.0,0.0,0.0,,,15.0,,,,,1.0,1.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,22.0,0.0,901.0,20.0,13.0,13.0,0.0,55.0,53.0,185.19,20.0,1.0,16.0,110868.14545454546,107753.0,2.0,2.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,22.0,0.0
251,902,824,19,16.0,16,0.0,56,44.0,190.684,20.0,1.0,16.0,108206.51785714287,102175.0,2014,3,3,jules_bianchi,17.0,BIA,Jules,Bianchi,03/08/1989,French,17.0,2.0,900.0,18.0,,14.0,0.0,49.0,55.0,199.621,18.0,1.0,20.0,115760.02040816328,95281.0,1.0,1.0,jules_bianchi,17.0,BIA,Jules,Bianchi,03/08/1989,French,17.0,2.0,901.0,19.0,,20.0,0.0,8.0,4.0,179.01,19.0,1.0,21.0,128704.0,111473.0,2.0,2.0,jules_bianchi,17.0,BIA,Jules,Bianchi,03/08/1989,French,17.0,2.0
252,902,18,6,17.0,17,0.0,55,37.0,195.683,7.0,1.0,6.0,106506.96363636364,99565.0,2014,3,3,button,22.0,BUT,Jenson,Button,19/01/1980,British,8.0,126.0,900.0,10.0,3.0,3.0,15.0,57.0,39.0,205.46,11.0,1.0,11.0,98398.8947368421,93186.0,1.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,8.0,126.0,901.0,10.0,6.0,6.0,8.0,56.0,47.0,188.183,10.0,1.0,9.0,109101.16071428572,106039.0,2.0,2.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,8.0,126.0
253,902,825,8,,18,0.0,40,40.0,194.621,9.0,1.0,11.0,103879.35,100108.0,2014,3,3,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,11.0,55.0,900.0,4.0,2.0,2.0,18.0,57.0,49.0,205.131,4.0,1.0,3.0,98341.87719298246,92917.0,1.0,1.0,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,11.0,55.0,901.0,8.0,9.0,9.0,2.0,55.0,44.0,189.372,8.0,1.0,8.0,109606.63636363637,105373.0,2.0,2.0,kevin_magnussen,20.0,MAG,Kevin,Magnussen,05/10/1992,Danish,11.0,55.0
254,902,821,15,,19,0.0,39,32.0,193.481,15.0,1.0,14.0,104071.79487179489,100698.0,2014,3,3,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,20.0,0.0,900.0,20.0,12.0,12.0,0.0,56.0,41.0,201.882,19.0,1.0,19.0,99874.21428571428,94202.0,1.0,1.0,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,20.0,0.0,901.0,12.0,,17.0,0.0,35.0,27.0,185.14,12.0,1.0,11.0,111369.62857142858,107782.0,2.0,2.0,gutierrez,21.0,GUT,Esteban,Gutiج©rrez,05/08/1991,Mexican,20.0,0.0
255,902,828,20,,20,0.0,33,28.0,192.647,21.0,1.0,17.0,105419.57575757576,101134.0,2014,3,3,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,19.0,0.0,900.0,19.0,,17.0,0.0,27.0,17.0,196.141,20.0,1.0,13.0,105014.29629629626,97064.0,1.0,1.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,19.0,0.0,901.0,22.0,14.0,14.0,0.0,54.0,40.0,185.626,22.0,1.0,17.0,111805.75925925926,107500.0,2.0,2.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,19.0,0.0
256,902,818,14,,21,0.0,18,16.0,191.669,14.0,1.0,22.0,109378.61111111114,101650.0,2014,3,3,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,,900.0,6.0,8.0,8.0,4.0,57.0,56.0,203.763,6.0,1.0,7.0,98932.47368421053,93864.0,1.0,1.0,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,,901.0,9.0,,19.0,0.0,18.0,4.0,183.869,9.0,1.0,18.0,116105.83333333331,108527.0,2.0,2.0,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,
257,902,16,22,,22,0.0,17,9.0,191.403,18.0,1.0,20.0,116078.82352941176,101791.0,2014,3,3,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,18.0,0.0,900.0,13.0,11.0,11.0,0.0,56.0,34.0,204.472,14.0,1.0,12.0,99765.21428571428,94564.0,1.0,1.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,18.0,0.0,901.0,17.0,,18.0,0.0,32.0,27.0,184.698,18.0,1.0,15.0,111436.59375,108040.0,2.0,2.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,18.0,0.0
258,928,1,1,1.0,1,25.0,56,31.0,191.996,1.0,1.0,1.0,106821.57142857145,102208.0,2015,3,17,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,381.0,926.0,1.0,1.0,1.0,25.0,58.0,50.0,209.915,1.0,14.0,1.0,95070.12068965516,90945.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,381.0,927.0,1.0,2.0,2.0,18.0,56.0,45.0,193.501,1.0,1.0,1.0,108470.75,103125.0,2.0,2.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,1.0,381.0
259,928,3,2,2.0,2,18.0,56,39.0,191.328,2.0,1.0,2.0,106834.32142857145,102565.0,2015,3,17,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,2.0,322.0,926.0,2.0,2.0,2.0,18.0,58.0,47.0,209.577,2.0,48.0,2.0,95093.56896551725,91092.0,1.0,1.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,2.0,322.0,927.0,3.0,3.0,3.0,15.0,56.0,43.0,195.516,3.0,1.0,3.0,108537.55357142855,102062.0,2.0,2.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,2.0,322.0
267,928,20,3,3.0,3,15.0,56,15.0,190.487,3.0,1.0,3.0,106874.92857142855,103018.0,2015,3,17,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,3.0,278.0,926.0,4.0,3.0,3.0,15.0,58.0,52.0,208.74,4.0,1.0,4.0,95665.34482758619,91457.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,3.0,278.0,927.0,2.0,1.0,1.0,25.0,56.0,46.0,193.501,2.0,1.0,2.0,108317.73214285713,103648.0,2.0,2.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,3.0,278.0
268,928,8,6,4.0,4,12.0,56,48.0,190.472,6.0,1.0,4.0,106890.05357142855,103026.0,2015,3,17,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,4.0,150.0,926.0,5.0,,12.0,0.0,40.0,36.0,208.811,5.0,1.0,8.0,97947.9,91426.0,1.0,1.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,4.0,150.0,927.0,11.0,4.0,4.0,12.0,56.0,40.0,191.644,11.0,1.0,12.0,109278.83928571428,104124.0,2.0,2.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,4.0,150.0
269,928,13,4,5.0,5,10.0,56,37.0,191.013,4.0,1.0,5.0,106974.14285714287,102734.0,2015,3,17,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,121.0,926.0,3.0,4.0,4.0,12.0,58.0,50.0,208.144,3.0,1.0,3.0,95728.6724137931,91719.0,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,121.0,927.0,7.0,6.0,6.0,8.0,56.0,40.0,191.891,7.0,1.0,5.0,109631.76785714287,103990.0,2.0,2.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,121.0
277,928,822,5,6.0,6,8.0,56,37.0,190.426,5.0,1.0,6.0,106998.08928571428,103051.0,2015,3,17,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,5.0,136.0,926.0,0.0,,18.0,0.0,0.0,,,6.0,,,,,1.0,1.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,5.0,136.0,927.0,8.0,5.0,5.0,10.0,56.0,42.0,191.71,9.0,1.0,14.0,109575.03571428572,104088.0,2.0,2.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,5.0,136.0
278,928,154,8,7.0,7,6.0,56,34.0,190.272,8.0,1.0,7.0,107161.0,103134.0,2015,3,17,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,11.0,51.0,926.0,8.0,,14.0,0.0,0.0,,,9.0,,,,,1.0,1.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,11.0,51.0,927.0,10.0,11.0,11.0,0.0,55.0,36.0,190.386,8.0,1.0,10.0,110809.7818181818,104812.0,2.0,2.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,11.0,51.0
279,928,831,9,8.0,8,4.0,56,46.0,189.248,9.0,1.0,8.0,107225.58928571428,103692.0,2015,3,17,nasr,12.0,NAS,Felipe,Nasr,21/08/1992,Brazilian,6.0,121.0,926.0,10.0,5.0,5.0,10.0,58.0,46.0,206.137,11.0,1.0,6.0,96710.62068965516,92612.0,1.0,1.0,nasr,12.0,NAS,Felipe,Nasr,21/08/1992,Brazilian,6.0,121.0,927.0,16.0,12.0,12.0,0.0,55.0,45.0,192.054,16.0,1.0,13.0,110855.36363636363,103902.0,2.0,2.0,nasr,12.0,NAS,Felipe,Nasr,21/08/1992,Brazilian,6.0,121.0
287,928,817,7,9.0,9,2.0,56,46.0,190.068,7.0,1.0,17.0,107395.08928571428,103245.0,2015,3,17,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,8.0,92.0,926.0,6.0,6.0,6.0,8.0,57.0,46.0,205.726,7.0,1.0,7.0,96926.59649122806,92797.0,1.0,1.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,8.0,92.0,927.0,4.0,10.0,10.0,1.0,55.0,42.0,189.482,4.0,1.0,4.0,110488.3090909091,105312.0,2.0,2.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,8.0,92.0
288,928,828,10,10.0,10,1.0,55,32.0,188.319,10.0,1.0,9.0,108801.65454545453,104204.0,2015,3,17,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,18.0,9.0,926.0,15.0,8.0,8.0,4.0,57.0,51.0,208.505,16.0,1.0,13.0,97825.49122807015,91560.0,1.0,1.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,18.0,9.0,927.0,9.0,,19.0,0.0,3.0,3.0,183.475,10.0,1.0,8.0,111873.66666666669,108760.0,2.0,2.0,ericsson,9.0,ERI,Marcus,Ericsson,02/09/1990,Swedish,18.0,9.0
289,928,815,15,11.0,11,0.0,55,44.0,189.578,15.0,1.0,15.0,108855.12727272726,103512.0,2015,3,17,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,9.0,78.0,926.0,14.0,10.0,10.0,1.0,57.0,46.0,207.601,15.0,1.0,11.0,98157.77192982456,91959.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,9.0,78.0,927.0,14.0,13.0,13.0,0.0,55.0,37.0,189.423,14.0,1.0,16.0,111167.94545454544,105345.0,2.0,2.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,9.0,78.0
290,928,4,18,12.0,12,0.0,55,40.0,189.183,18.0,1.0,16.0,108868.70909090908,103728.0,2015,3,17,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,17.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,928,832,14,13.0,13,0.0,55,41.0,191.166,14.0,1.0,14.0,108932.47272727273,102652.0,2015,3,17,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,15.0,18.0,926.0,7.0,9.0,9.0,2.0,57.0,49.0,205.56,8.0,39.0,10.0,97941.94736842104,92872.0,1.0,1.0,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,15.0,18.0,927.0,15.0,8.0,8.0,4.0,55.0,37.0,189.132,15.0,1.0,11.0,110325.49090909088,105507.0,2.0,2.0,sainz,55.0,SAI,Carlos,Sainz,01/09/1994,Spanish,15.0,18.0
292,928,18,17,14.0,14,0.0,55,21.0,186.907,17.0,1.0,18.0,108905.67272727273,104991.0,2015,3,17,button,22.0,BUT,Jenson,Button,19/01/1980,British,16.0,16.0,926.0,16.0,11.0,11.0,0.0,56.0,56.0,204.534,17.0,1.0,12.0,98897.98214285713,93338.0,1.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,16.0,16.0,927.0,17.0,,17.0,0.0,41.0,38.0,188.153,17.0,1.0,17.0,113990.51219512195,106056.0,2.0,2.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,16.0,16.0
293,928,829,19,15.0,15,0.0,54,40.0,186.157,19.0,1.0,20.0,110971.03703703704,105414.0,2015,3,17,stevens,28.0,STE,Will,Stevens,28/06/1991,British,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,928,833,20,16.0,16,0.0,54,43.0,185.192,20.0,1.0,19.0,110977.44444444444,105963.0,2015,3,17,merhi,98.0,MER,Roberto,Merhi,22/03/1991,Spanish,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,928,830,13,17.0,17,0.0,52,46.0,188.906,13.0,1.0,11.0,106260.98076923077,103880.0,2015,3,17,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,12.0,49.0,926.0,11.0,,13.0,0.0,32.0,30.0,202.458,12.0,1.0,9.0,99972.6875,94295.0,1.0,1.0,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,12.0,49.0,927.0,6.0,7.0,7.0,6.0,56.0,42.0,190.81,6.0,1.0,9.0,110063.48214285713,104579.0,2.0,2.0,max_verstappen,33.0,VER,Max,Verstappen,30/09/1997,Dutch,12.0,49.0
296,928,813,11,,18,0.0,49,37.0,189.259,11.0,1.0,10.0,108579.57142857145,103686.0,2015,3,17,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,14.0,27.0,926.0,9.0,,15.0,0.0,0.0,,,10.0,,,,,1.0,1.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,14.0,27.0,927.0,12.0,,16.0,0.0,47.0,38.0,189.919,12.0,1.0,19.0,111961.3829787234,105070.0,2.0,2.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,14.0,27.0
297,928,826,12,,19,0.0,15,13.0,184.621,12.0,1.0,13.0,107703.86666666668,106291.0,2015,3,17,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,7.0,95.0,926.0,12.0,,16.0,0.0,0.0,,,13.0,,,,,1.0,1.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,7.0,95.0,927.0,5.0,9.0,9.0,2.0,55.0,41.0,190.929,5.0,1.0,6.0,110344.16363636364,104514.0,2.0,2.0,kvyat,26.0,KVY,Daniil,Kvyat,26/04/1994,Russian,7.0,95.0
298,928,807,16,,20,0.0,9,6.0,185.401,16.0,1.0,12.0,107170.77777777775,105844.0,2015,3,17,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,2.0,322.0,926.0,13.0,7.0,7.0,6.0,57.0,48.0,207.576,14.0,1.0,10.0,97565.7894736842,91970.0,1.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,2.0,322.0,927.0,13.0,14.0,14.0,0.0,55.0,46.0,190.368,13.0,1.0,7.0,111176.2181818182,104822.0,2.0,2.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,2.0,322.0
306,950,3,1,1.0,1,25.0,56,38.0,195.419,1.0,1.0,2.0,105962.33928571428,100418.0,2016,3,17,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,10.0,6.0,948.0,2.0,1.0,1.0,25.0,57.0,21.0,210.815,2.0,1.0,3.0,113957.28070175438,90557.0,1.0,1.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,10.0,6.0,949.0,2.0,1.0,1.0,25.0,57.0,41.0,206.21,2.0,1.0,1.0,98503.43859649124,94482.0,2.0,3.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,10.0,6.0
